Temperatur;Luftfeuchtigkeit;Timestamp
30.30861;59.96643;(2023, 8, 23, 14, 3, 26)
30.29526;59.91607;(2023, 8, 23, 14, 3, 27)
30.29526;59.85962;(2023, 8, 23, 14, 3, 28)
30.28191;59.7879;(2023, 8, 23, 14, 3, 29)
30.29526;59.75586;(2023, 8, 23, 14, 3, 30)
30.29526;59.79095;(2023, 8, 23, 14, 3, 31)
30.28191;59.75433;(2023, 8, 23, 14, 3, 32)
30.29526;59.7467;(2023, 8, 23, 14, 3, 33)
30.26855;59.71771;(2023, 8, 23, 14, 3, 34)
30.28191;59.71008;(2023, 8, 23, 14, 3, 35)
30.28191;59.75433;(2023, 8, 23, 14, 3, 36)
30.28191;59.68567;(2023, 8, 23, 14, 3, 37)
30.28191;59.71008;(2023, 8, 23, 14, 3, 38)
30.25253;59.70398;(2023, 8, 23, 14, 3, 39)
30.29526;59.6994;(2023, 8, 23, 14, 3, 40)
30.26855;59.65973;(2023, 8, 23, 14, 3, 41)
30.25253;59.61242;(2023, 8, 23, 14, 3, 42)
30.26855;59.62616;(2023, 8, 23, 14, 3, 43)
30.26855;59.71771;(2023, 8, 23, 14, 3, 44)
30.25253;59.77417;(2023, 8, 23, 14, 3, 45)
30.26855;59.76348;(2023, 8, 23, 14, 3, 46)
30.26855;59.74212;(2023, 8, 23, 14, 3, 47)
30.28191;59.74517;(2023, 8, 23, 14, 3, 48)
30.26855;59.75128;(2023, 8, 23, 14, 3, 49)
30.26855;59.76348;(2023, 8, 23, 14, 3, 50)
30.25253;59.78332;(2023, 8, 23, 14, 3, 51)
30.26855;59.77722;(2023, 8, 23, 14, 3, 52)
30.25253;59.76043;(2023, 8, 23, 14, 3, 53)
30.22583;59.72229;(2023, 8, 23, 14, 3, 54)
30.25253;59.76043;(2023, 8, 23, 14, 3, 55)
30.23918;59.75891;(2023, 8, 23, 14, 3, 56)
30.23918;59.80468;(2023, 8, 23, 14, 3, 57)
30.23918;59.79248;(2023, 8, 23, 14, 3, 58)
30.23918;59.79248;(2023, 8, 23, 14, 3, 59)
30.25253;59.79553;(2023, 8, 23, 14, 4, 0)
30.25253;59.78332;(2023, 8, 23, 14, 4, 1)
30.23918;59.81536;(2023, 8, 23, 14, 4, 2)
30.25253;59.8291;(2023, 8, 23, 14, 4, 3)
30.23918;59.87335;(2023, 8, 23, 14, 4, 4)
30.25253;59.90081;(2023, 8, 23, 14, 4, 5)
30.26855;60.029;(2023, 8, 23, 14, 4, 6)
30.25253;60.00153;(2023, 8, 23, 14, 4, 7)
30.25253;59.95727;(2023, 8, 23, 14, 4, 8)
30.23918;59.90692;(2023, 8, 23, 14, 4, 9)
30.25253;59.86572;(2023, 8, 23, 14, 4, 10)
30.25253;59.86572;(2023, 8, 23, 14, 4, 11)
30.25253;59.8413;(2023, 8, 23, 14, 4, 12)
30.23918;59.7818;(2023, 8, 23, 14, 4, 13)
30.22583;59.74517;(2023, 8, 23, 14, 4, 14)
30.23918;59.72381;(2023, 8, 23, 14, 4, 15)
30.25253;59.68109;(2023, 8, 23, 14, 4, 16)
30.23918;59.73602;(2023, 8, 23, 14, 4, 17)
30.22583;59.79095;(2023, 8, 23, 14, 4, 18)
30.22583;59.84741;(2023, 8, 23, 14, 4, 19)
30.23918;59.82757;(2023, 8, 23, 14, 4, 20)
30.23918;59.77264;(2023, 8, 23, 14, 4, 21)
30.20981;59.81079;(2023, 8, 23, 14, 4, 22)
30.22583;59.83673;(2023, 8, 23, 14, 4, 23)
30.22583;59.79095;(2023, 8, 23, 14, 4, 24)
30.20981;59.91455;(2023, 8, 23, 14, 4, 25)
30.22583;59.91607;(2023, 8, 23, 14, 4, 26)
30.22583;59.8703;(2023, 8, 23, 14, 4, 27)
30.19646;59.81994;(2023, 8, 23, 14, 4, 28)
30.20981;59.80011;(2023, 8, 23, 14, 4, 29)
30.20981;59.83368;(2023, 8, 23, 14, 4, 30)
30.20981;59.83368;(2023, 8, 23, 14, 4, 31)
30.22583;59.77874;(2023, 8, 23, 14, 4, 32)
30.22583;59.80163;(2023, 8, 23, 14, 4, 33)
30.23918;59.81536;(2023, 8, 23, 14, 4, 34)
30.25253;59.78332;(2023, 8, 23, 14, 4, 35)
30.25253;59.74975;(2023, 8, 23, 14, 4, 36)
30.28191;59.87945;(2023, 8, 23, 14, 4, 37)
30.28191;59.92828;(2023, 8, 23, 14, 4, 38)
30.29526;60.04425;(2023, 8, 23, 14, 4, 39)
30.29526;59.99848;(2023, 8, 23, 14, 4, 40)
30.32463;59.93438;(2023, 8, 23, 14, 4, 41)
30.29526;59.95269;(2023, 8, 23, 14, 4, 42)
30.28191;59.90539;(2023, 8, 23, 14, 4, 43)
30.30861;59.97559;(2023, 8, 23, 14, 4, 44)
30.32463;59.95727;(2023, 8, 23, 14, 4, 45)
30.29526;59.83825;(2023, 8, 23, 14, 4, 46)
30.26855;59.78637;(2023, 8, 23, 14, 4, 47)
30.28191;59.74517;(2023, 8, 23, 14, 4, 48)
30.29526;59.6994;(2023, 8, 23, 14, 4, 49)
30.30861;59.64447;(2023, 8, 23, 14, 4, 50)
30.28191;59.62768;(2023, 8, 23, 14, 4, 51)
30.29526;59.63073;(2023, 8, 23, 14, 4, 52)
30.32463;59.65973;(2023, 8, 23, 14, 4, 53)
30.29526;59.60785;(2023, 8, 23, 14, 4, 54)
30.30861;59.6231;(2023, 8, 23, 14, 4, 55)
30.32463;59.56664;(2023, 8, 23, 14, 4, 56)
30.28191;59.52544;(2023, 8, 23, 14, 4, 57)
30.30861;59.56359;(2023, 8, 23, 14, 4, 58)
30.32463;59.54375;(2023, 8, 23, 14, 4, 59)
30.30861;59.58648;(2023, 8, 23, 14, 5, 0)
30.30861;59.53002;(2023, 8, 23, 14, 5, 1)
30.30861;59.53002;(2023, 8, 23, 14, 5, 2)
30.32463;59.48577;(2023, 8, 23, 14, 5, 3)
30.32463;59.47509;(2023, 8, 23, 14, 5, 4)
30.30861;59.56359;(2023, 8, 23, 14, 5, 5)
30.29526;59.59564;(2023, 8, 23, 14, 5, 6)
30.32463;59.62616;(2023, 8, 23, 14, 5, 7)
30.29526;59.68719;(2023, 8, 23, 14, 5, 8)
30.30861;59.66735;(2023, 8, 23, 14, 5, 9)
30.29526;59.72229;(2023, 8, 23, 14, 5, 10)
30.30861;59.91912;(2023, 8, 23, 14, 5, 11)
30.30861;59.95575;(2023, 8, 23, 14, 5, 12)
30.30861;59.88403;(2023, 8, 23, 14, 5, 13)
30.30861;59.81536;(2023, 8, 23, 14, 5, 14)
30.29526;59.72229;(2023, 8, 23, 14, 5, 15)
30.29526;59.68719;(2023, 8, 23, 14, 5, 16)
30.28191;59.61853;(2023, 8, 23, 14, 5, 17)
30.26855;59.65057;(2023, 8, 23, 14, 5, 18)
30.33798;59.62768;(2023, 8, 23, 14, 5, 19)
30.29526;59.58496;(2023, 8, 23, 14, 5, 20)
30.30861;59.59869;(2023, 8, 23, 14, 5, 21)
30.30861;59.5758;(2023, 8, 23, 14, 5, 22)
30.32463;59.56664;(2023, 8, 23, 14, 5, 23)
30.33798;59.61395;(2023, 8, 23, 14, 5, 24)
30.35133;59.70855;(2023, 8, 23, 14, 5, 25)
30.36469;60.06714;(2023, 8, 23, 14, 5, 26)
30.35133;60.12207;(2023, 8, 23, 14, 5, 27)
30.36469;59.9878;(2023, 8, 23, 14, 5, 28)
30.35133;59.92828;(2023, 8, 23, 14, 5, 29)
30.33798;60.08545;(2023, 8, 23, 14, 5, 30)
30.35133;60.07935;(2023, 8, 23, 14, 5, 31)
30.35133;59.96186;(2023, 8, 23, 14, 5, 32)
30.33798;59.85504;(2023, 8, 23, 14, 5, 33)
30.32463;59.76043;(2023, 8, 23, 14, 5, 34)
30.30861;59.70092;(2023, 8, 23, 14, 5, 35)
30.30861;59.63226;(2023, 8, 23, 14, 5, 36)
30.32463;59.65973;(2023, 8, 23, 14, 5, 37)
30.30861;59.71466;(2023, 8, 23, 14, 5, 38)
30.32463;59.70398;(2023, 8, 23, 14, 5, 39)
30.30861;59.64447;(2023, 8, 23, 14, 5, 40)
30.32463;59.61242;(2023, 8, 23, 14, 5, 41)
30.30861;59.72381;(2023, 8, 23, 14, 5, 42)
30.29526;59.6994;(2023, 8, 23, 14, 5, 43)
30.32463;59.64904;(2023, 8, 23, 14, 5, 44)
30.29526;59.58496;(2023, 8, 23, 14, 5, 45)
30.30861;59.56359;(2023, 8, 23, 14, 5, 46)
30.28191;59.57122;(2023, 8, 23, 14, 5, 47)
30.28191;59.52544;(2023, 8, 23, 14, 5, 48)
30.28191;59.53613;(2023, 8, 23, 14, 5, 49)
30.26855;59.52239;(2023, 8, 23, 14, 5, 50)
30.28191;59.54833;(2023, 8, 23, 14, 5, 51)
30.28191;59.52544;(2023, 8, 23, 14, 5, 52)
30.28191;59.55901;(2023, 8, 23, 14, 5, 53)
30.26855;59.55749;(2023, 8, 23, 14, 5, 54)
30.29526;59.52697;(2023, 8, 23, 14, 5, 55)
30.28191;59.54833;(2023, 8, 23, 14, 5, 56)
30.25253;59.51781;(2023, 8, 23, 14, 5, 57)
30.28191;59.54833;(2023, 8, 23, 14, 5, 58)
30.25253;59.54375;(2023, 8, 23, 14, 5, 59)
30.26855;59.52239;(2023, 8, 23, 14, 6, 0)
30.25253;59.54375;(2023, 8, 23, 14, 6, 1)
30.26855;59.52239;(2023, 8, 23, 14, 6, 2)
30.26855;59.5346;(2023, 8, 23, 14, 6, 3)
30.28191;59.51324;(2023, 8, 23, 14, 6, 4)
30.29526;59.53918;(2023, 8, 23, 14, 6, 5)
30.32463;59.52087;(2023, 8, 23, 14, 6, 6)
30.32463;59.56664;(2023, 8, 23, 14, 6, 7)
30.30861;59.58648;(2023, 8, 23, 14, 6, 8)
30.29526;59.63073;(2023, 8, 23, 14, 6, 9)
30.33798;59.60327;(2023, 8, 23, 14, 6, 10)
30.32463;59.55444;(2023, 8, 23, 14, 6, 11)
30.30861;59.6231;(2023, 8, 23, 14, 6, 12)
30.33798;59.63684;(2023, 8, 23, 14, 6, 13)
30.36469;59.67651;(2023, 8, 23, 14, 6, 14)
30.35133;59.69635;(2023, 8, 23, 14, 6, 15)
30.35133;59.68719;(2023, 8, 23, 14, 6, 16)
30.33798;59.68567;(2023, 8, 23, 14, 6, 17)
30.36469;59.64141;(2023, 8, 23, 14, 6, 18)
30.35133;59.617;(2023, 8, 23, 14, 6, 19)
30.36469;59.57275;(2023, 8, 23, 14, 6, 20)
30.35133;59.54833;(2023, 8, 23, 14, 6, 21)
30.33798;59.48882;(2023, 8, 23, 14, 6, 22)
30.33798;59.47662;(2023, 8, 23, 14, 6, 23)
30.33798;59.62768;(2023, 8, 23, 14, 6, 24)
30.33798;59.76348;(2023, 8, 23, 14, 6, 25)
30.35133;59.74517;(2023, 8, 23, 14, 6, 26)
30.36469;59.72381;(2023, 8, 23, 14, 6, 27)
30.35133;59.65362;(2023, 8, 23, 14, 6, 28)
30.36469;59.60785;(2023, 8, 23, 14, 6, 29)
30.36469;59.7818;(2023, 8, 23, 14, 6, 30)
30.39407;60.05188;(2023, 8, 23, 14, 6, 31)
30.36469;60.28534;(2023, 8, 23, 14, 6, 32)
30.36469;60.22736;(2023, 8, 23, 14, 6, 33)
30.35133;60.13428;(2023, 8, 23, 14, 6, 34)
30.36469;60.06714;(2023, 8, 23, 14, 6, 35)
30.35133;60.00763;(2023, 8, 23, 14, 6, 36)
30.36469;59.91912;(2023, 8, 23, 14, 6, 37)
30.36469;60.12513;(2023, 8, 23, 14, 6, 38)
30.36469;60.20752;(2023, 8, 23, 14, 6, 39)
30.33798;60.09766;(2023, 8, 23, 14, 6, 40)
30.39407;60.00306;(2023, 8, 23, 14, 6, 41)
30.38071;60.19837;(2023, 8, 23, 14, 6, 42)
30.36469;60.33265;(2023, 8, 23, 14, 6, 43)
30.36469;60.23957;(2023, 8, 23, 14, 6, 44)
30.36469;60.02137;(2023, 8, 23, 14, 6, 45)
30.35133;59.89318;(2023, 8, 23, 14, 6, 46)
30.36469;59.7818;(2023, 8, 23, 14, 6, 47)
30.35133;59.82299;(2023, 8, 23, 14, 6, 48)
30.36469;60.35554;(2023, 8, 23, 14, 6, 49)
30.33798;60.74006;(2023, 8, 23, 14, 6, 50)
30.35133;60.68513;(2023, 8, 23, 14, 6, 51)
30.35133;60.48829;(2023, 8, 23, 14, 6, 52)
30.36469;60.23957;(2023, 8, 23, 14, 6, 53)
30.35133;60.06562;(2023, 8, 23, 14, 6, 54)
30.33798;59.97101;(2023, 8, 23, 14, 6, 55)
30.35133;59.82299;(2023, 8, 23, 14, 6, 56)
30.33798;59.76348;(2023, 8, 23, 14, 6, 57)
30.30861;59.69024;(2023, 8, 23, 14, 6, 58)
30.32463;59.60022;(2023, 8, 23, 14, 6, 59)
30.30861;59.55291;(2023, 8, 23, 14, 7, 0)
30.29526;59.52697;(2023, 8, 23, 14, 7, 1)
30.30861;59.49493;(2023, 8, 23, 14, 7, 2)
30.29526;59.50408;(2023, 8, 23, 14, 7, 3)
30.29526;59.50408;(2023, 8, 23, 14, 7, 4)
30.28191;59.49035;(2023, 8, 23, 14, 7, 5)
30.28191;59.47967;(2023, 8, 23, 14, 7, 6)
30.28191;59.52544;(2023, 8, 23, 14, 7, 7)
30.28191;59.58191;(2023, 8, 23, 14, 7, 8)
30.28191;59.60479;(2023, 8, 23, 14, 7, 9)
30.25253;59.55291;(2023, 8, 23, 14, 7, 10)
30.29526;59.63073;(2023, 8, 23, 14, 7, 11)
30.26855;59.77722;(2023, 8, 23, 14, 7, 12)
30.29526;59.79095;(2023, 8, 23, 14, 7, 13)
30.29526;59.82452;(2023, 8, 23, 14, 7, 14)
30.29526;59.7467;(2023, 8, 23, 14, 7, 15)
30.26855;59.72839;(2023, 8, 23, 14, 7, 16)
30.29526;59.75586;(2023, 8, 23, 14, 7, 17)
30.29526;59.75586;(2023, 8, 23, 14, 7, 18)
30.28191;59.76501;(2023, 8, 23, 14, 7, 19)
30.28191;59.71923;(2023, 8, 23, 14, 7, 20)
30.28191;59.76501;(2023, 8, 23, 14, 7, 21)
30.26855;59.71771;(2023, 8, 23, 14, 7, 22)
30.25253;59.63531;(2023, 8, 23, 14, 7, 23)
30.26855;59.67193;(2023, 8, 23, 14, 7, 24)
30.28191;59.66278;(2023, 8, 23, 14, 7, 25)
30.26855;59.75128;(2023, 8, 23, 14, 7, 26)
30.26855;59.78637;(2023, 8, 23, 14, 7, 27)
30.25253;59.78332;(2023, 8, 23, 14, 7, 28)
30.26855;59.75128;(2023, 8, 23, 14, 7, 29)
30.26855;59.69482;(2023, 8, 23, 14, 7, 30)
30.26855;59.65973;(2023, 8, 23, 14, 7, 31)
30.28191;59.68567;(2023, 8, 23, 14, 7, 32)
30.29526;59.6643;(2023, 8, 23, 14, 7, 33)
30.28191;59.67346;(2023, 8, 23, 14, 7, 34)
30.30861;59.70092;(2023, 8, 23, 14, 7, 35)
30.32463;59.83215;(2023, 8, 23, 14, 7, 36)
30.29526;59.82452;(2023, 8, 23, 14, 7, 37)
30.32463;59.80926;(2023, 8, 23, 14, 7, 38)
30.30861;59.76959;(2023, 8, 23, 14, 7, 39)
30.29526;59.75586;(2023, 8, 23, 14, 7, 40)
30.33798;59.77722;(2023, 8, 23, 14, 7, 41)
30.30861;59.88403;(2023, 8, 23, 14, 7, 42)
30.32463;59.9237;(2023, 8, 23, 14, 7, 43)
30.32463;59.85199;(2023, 8, 23, 14, 7, 44)
30.30861;59.87487;(2023, 8, 23, 14, 7, 45)
30.32463;59.84283;(2023, 8, 23, 14, 7, 46)
30.30861;59.70092;(2023, 8, 23, 14, 7, 47)
30.33798;59.7055;(2023, 8, 23, 14, 7, 48)
30.33798;59.67193;(2023, 8, 23, 14, 7, 49)
30.32463;59.63531;(2023, 8, 23, 14, 7, 50)
30.32463;59.61242;(2023, 8, 23, 14, 7, 51)
30.33798;59.60327;(2023, 8, 23, 14, 7, 52)
30.30861;59.5407;(2023, 8, 23, 14, 7, 53)
30.30861;59.53002;(2023, 8, 23, 14, 7, 54)
30.32463;59.4995;(2023, 8, 23, 14, 7, 55)
30.30861;59.49493;(2023, 8, 23, 14, 7, 56)
30.33798;59.47662;(2023, 8, 23, 14, 7, 57)
30.32463;59.48577;(2023, 8, 23, 14, 7, 58)
30.32463;59.53155;(2023, 8, 23, 14, 7, 59)
30.33798;59.59411;(2023, 8, 23, 14, 8, 0)
30.35133;59.65362;(2023, 8, 23, 14, 8, 1)
30.36469;59.67651;(2023, 8, 23, 14, 8, 2)
30.36469;59.72381;(2023, 8, 23, 14, 8, 3)
30.36469;59.82452;(2023, 8, 23, 14, 8, 4)
30.38071;59.80621;(2023, 8, 23, 14, 8, 5)
30.39407;59.86572;(2023, 8, 23, 14, 8, 6)
30.39407;60.02594;(2023, 8, 23, 14, 8, 7)
30.38071;60.11597;(2023, 8, 23, 14, 8, 8)
30.42344;60.11292;(2023, 8, 23, 14, 8, 9)
30.42344;60.26245;(2023, 8, 23, 14, 8, 10)
30.40742;60.63783;(2023, 8, 23, 14, 8, 11)
30.45014;60.72633;(2023, 8, 23, 14, 8, 12)
30.42344;60.59663;(2023, 8, 23, 14, 8, 13)
30.40742;60.37232;(2023, 8, 23, 14, 8, 14)
30.40742;60.22278;(2023, 8, 23, 14, 8, 15)
30.40742;60.14496;(2023, 8, 23, 14, 8, 16)
30.39407;60.09461;(2023, 8, 23, 14, 8, 17)
30.39407;60.14344;(2023, 8, 23, 14, 8, 18)
30.40742;60.00611;(2023, 8, 23, 14, 8, 19)
30.39407;59.90081;(2023, 8, 23, 14, 8, 20)
30.38071;59.78332;(2023, 8, 23, 14, 8, 21)
30.36469;59.69024;(2023, 8, 23, 14, 8, 22)
30.38071;59.64447;(2023, 8, 23, 14, 8, 23)
30.36469;59.63226;(2023, 8, 23, 14, 8, 24)
30.35133;59.53613;(2023, 8, 23, 14, 8, 25)
30.35133;59.51324;(2023, 8, 23, 14, 8, 26)
30.38071;59.47509;(2023, 8, 23, 14, 8, 27)
30.35133;59.43389;(2023, 8, 23, 14, 8, 28)
30.33798;59.45373;(2023, 8, 23, 14, 8, 29)
30.35133;59.45678;(2023, 8, 23, 14, 8, 30)
30.35133;59.69635;(2023, 8, 23, 14, 8, 31)
30.33798;59.7879;(2023, 8, 23, 14, 8, 32)
30.33798;59.72839;(2023, 8, 23, 14, 8, 33)
30.36469;59.96491;(2023, 8, 23, 14, 8, 34)
30.36469;60.60731;(2023, 8, 23, 14, 8, 35)
30.35133;60.82246;(2023, 8, 23, 14, 8, 36)
30.36469;60.90486;(2023, 8, 23, 14, 8, 37)
30.40742;61.00557;(2023, 8, 23, 14, 8, 38)
30.38071;61.03304;(2023, 8, 23, 14, 8, 39)
30.38071;60.81636;(2023, 8, 23, 14, 8, 40)
30.38071;60.57526;(2023, 8, 23, 14, 8, 41)
30.36469;60.41352;(2023, 8, 23, 14, 8, 42)
30.33798;60.22278;(2023, 8, 23, 14, 8, 43)
30.33798;60.029;(2023, 8, 23, 14, 8, 44)
30.32463;59.87793;(2023, 8, 23, 14, 8, 45)
30.33798;59.75433;(2023, 8, 23, 14, 8, 46)
30.30861;59.69024;(2023, 8, 23, 14, 8, 47)
30.33798;59.69482;(2023, 8, 23, 14, 8, 48)
30.33798;59.79705;(2023, 8, 23, 14, 8, 49)
30.39407;59.84283;(2023, 8, 23, 14, 8, 50)
30.38071;59.74975;(2023, 8, 23, 14, 8, 51)
30.38071;59.72686;(2023, 8, 23, 14, 8, 52)
30.38071;59.69177;(2023, 8, 23, 14, 8, 53)
30.36469;59.63226;(2023, 8, 23, 14, 8, 54)
30.38071;59.56664;(2023, 8, 23, 14, 8, 55)
30.38071;59.5407;(2023, 8, 23, 14, 8, 56)
30.39407;59.47662;(2023, 8, 23, 14, 8, 57)
30.38071;59.42626;(2023, 8, 23, 14, 8, 58)
30.35133;59.43389;(2023, 8, 23, 14, 8, 59)
30.39407;59.46288;(2023, 8, 23, 14, 9, 0)
30.38071;59.42626;(2023, 8, 23, 14, 9, 1)
30.39407;59.44305;(2023, 8, 23, 14, 9, 2)
30.35133;59.42168;(2023, 8, 23, 14, 9, 3)
30.36469;59.36675;(2023, 8, 23, 14, 9, 4)
30.38071;59.3698;(2023, 8, 23, 14, 9, 5)
30.36469;59.33318;(2023, 8, 23, 14, 9, 6)
30.32463;59.33776;(2023, 8, 23, 14, 9, 7)
30.35133;59.35302;(2023, 8, 23, 14, 9, 8)
30.33798;59.43084;(2023, 8, 23, 14, 9, 9)
30.35133;59.46746;(2023, 8, 23, 14, 9, 10)
30.35133;59.46746;(2023, 8, 23, 14, 9, 11)
30.35133;59.47967;(2023, 8, 23, 14, 9, 12)
30.38071;59.49493;(2023, 8, 23, 14, 9, 13)
30.39407;59.64599;(2023, 8, 23, 14, 9, 14)
30.38071;59.63531;(2023, 8, 23, 14, 9, 15)
30.38071;59.58648;(2023, 8, 23, 14, 9, 16)
30.38071;59.53155;(2023, 8, 23, 14, 9, 17)
30.38071;59.43999;(2023, 8, 23, 14, 9, 18)
30.40742;59.42016;(2023, 8, 23, 14, 9, 19)
30.39407;59.48577;(2023, 8, 23, 14, 9, 20)
30.39407;59.4522;(2023, 8, 23, 14, 9, 21)
30.40742;59.43084;(2023, 8, 23, 14, 9, 22)
30.38071;59.44915;(2023, 8, 23, 14, 9, 23)
30.39407;59.51171;(2023, 8, 23, 14, 9, 24)
30.42344;59.50408;(2023, 8, 23, 14, 9, 25)
30.39407;59.55444;(2023, 8, 23, 14, 9, 26)
30.42344;59.58191;(2023, 8, 23, 14, 9, 27)
30.43679;59.63226;(2023, 8, 23, 14, 9, 28)
30.43679;59.61853;(2023, 8, 23, 14, 9, 29)
30.45014;59.60022;(2023, 8, 23, 14, 9, 30)
30.43679;59.5407;(2023, 8, 23, 14, 9, 31)
30.45014;59.63531;(2023, 8, 23, 14, 9, 32)
30.45014;59.6582;(2023, 8, 23, 14, 9, 33)
30.49287;59.73297;(2023, 8, 23, 14, 9, 34)
30.47952;59.90539;(2023, 8, 23, 14, 9, 35)
30.49287;59.99848;(2023, 8, 23, 14, 9, 36)
30.49287;59.98475;(2023, 8, 23, 14, 9, 37)
30.47952;60.15717;(2023, 8, 23, 14, 9, 38)
30.50889;60.17243;(2023, 8, 23, 14, 9, 39)
30.49287;60.04273;(2023, 8, 23, 14, 9, 40)
30.49287;59.90692;(2023, 8, 23, 14, 9, 41)
30.50889;59.8413;(2023, 8, 23, 14, 9, 42)
30.50889;59.65515;(2023, 8, 23, 14, 9, 43)
30.49287;59.58496;(2023, 8, 23, 14, 9, 44)
30.47952;59.53613;(2023, 8, 23, 14, 9, 45)
30.49287;59.52697;(2023, 8, 23, 14, 9, 46)
30.46349;59.52239;(2023, 8, 23, 14, 9, 47)
30.49287;59.55901;(2023, 8, 23, 14, 9, 48)
30.49287;59.58496;(2023, 8, 23, 14, 9, 49)
30.47952;59.54833;(2023, 8, 23, 14, 9, 50)
30.49287;59.45831;(2023, 8, 23, 14, 9, 51)
30.46349;59.38354;(2023, 8, 23, 14, 9, 52)
30.46349;59.31487;(2023, 8, 23, 14, 9, 53)
30.47952;59.27367;(2023, 8, 23, 14, 9, 54)
30.47952;59.33013;(2023, 8, 23, 14, 9, 55)
30.49287;59.4934;(2023, 8, 23, 14, 9, 56)
30.46349;59.46288;(2023, 8, 23, 14, 9, 57)
30.47952;59.44457;(2023, 8, 23, 14, 9, 58)
30.47952;59.45678;(2023, 8, 23, 14, 9, 59)
30.47952;59.59411;(2023, 8, 23, 14, 10, 0)
30.46349;59.69482;(2023, 8, 23, 14, 10, 1)
30.46349;59.65973;(2023, 8, 23, 14, 10, 2)
30.47952;59.55749;(2023, 8, 23, 14, 10, 3)
30.47952;59.55749;(2023, 8, 23, 14, 10, 4)
30.43679;59.80468;(2023, 8, 23, 14, 10, 5)
30.45014;59.78332;(2023, 8, 23, 14, 10, 6)
30.43679;59.67804;(2023, 8, 23, 14, 10, 7)
30.45014;59.57733;(2023, 8, 23, 14, 10, 8)
30.43679;59.64447;(2023, 8, 23, 14, 10, 9)
30.42344;59.617;(2023, 8, 23, 14, 10, 10)
30.43679;59.51781;(2023, 8, 23, 14, 10, 11)
30.43679;59.51781;(2023, 8, 23, 14, 10, 12)
30.39407;59.42931;(2023, 8, 23, 14, 10, 13)
30.42344;59.36523;(2023, 8, 23, 14, 10, 14)
30.40742;59.32861;(2023, 8, 23, 14, 10, 15)
30.42344;59.29656;(2023, 8, 23, 14, 10, 16)
30.40742;59.32861;(2023, 8, 23, 14, 10, 17)
30.39407;59.27978;(2023, 8, 23, 14, 10, 18)
30.39407;59.29198;(2023, 8, 23, 14, 10, 19)
30.42344;59.26452;(2023, 8, 23, 14, 10, 20)
30.42344;59.26452;(2023, 8, 23, 14, 10, 21)
30.42344;59.29656;(2023, 8, 23, 14, 10, 22)
30.42344;59.28436;(2023, 8, 23, 14, 10, 23)
30.39407;59.2691;(2023, 8, 23, 14, 10, 24)
30.39407;59.2691;(2023, 8, 23, 14, 10, 25)
30.39407;59.22332;(2023, 8, 23, 14, 10, 26)
30.38071;59.22027;(2023, 8, 23, 14, 10, 27)
30.39407;59.24621;(2023, 8, 23, 14, 10, 28)
30.40742;59.25994;(2023, 8, 23, 14, 10, 29)
30.36469;59.2752;(2023, 8, 23, 14, 10, 30)
30.38071;59.33471;(2023, 8, 23, 14, 10, 31)
30.35133;59.33013;(2023, 8, 23, 14, 10, 32)
30.38071;59.28893;(2023, 8, 23, 14, 10, 33)
30.36469;59.2752;(2023, 8, 23, 14, 10, 34)
30.38071;59.31182;(2023, 8, 23, 14, 10, 35)
30.35133;59.29656;(2023, 8, 23, 14, 10, 36)
30.35133;59.31945;(2023, 8, 23, 14, 10, 37)
30.35133;59.31945;(2023, 8, 23, 14, 10, 38)
30.35133;59.35302;(2023, 8, 23, 14, 10, 39)
30.33798;59.39727;(2023, 8, 23, 14, 10, 40)
30.35133;59.38811;(2023, 8, 23, 14, 10, 41)
30.35133;59.411;(2023, 8, 23, 14, 10, 42)
30.35133;59.3988;(2023, 8, 23, 14, 10, 43)
30.33798;59.46593;(2023, 8, 23, 14, 10, 44)
30.33798;59.52239;(2023, 8, 23, 14, 10, 45)
30.32463;59.56664;(2023, 8, 23, 14, 10, 46)
30.32463;59.54375;(2023, 8, 23, 14, 10, 47)
30.30861;59.56359;(2023, 8, 23, 14, 10, 48)
30.33798;59.63684;(2023, 8, 23, 14, 10, 49)
30.30861;59.6582;(2023, 8, 23, 14, 10, 50)
30.33798;59.62768;(2023, 8, 23, 14, 10, 51)
30.33798;59.69482;(2023, 8, 23, 14, 10, 52)
30.32463;59.70398;(2023, 8, 23, 14, 10, 53)
30.33798;59.7055;(2023, 8, 23, 14, 10, 54)
30.33798;59.67193;(2023, 8, 23, 14, 10, 55)
30.32463;59.79553;(2023, 8, 23, 14, 10, 56)
30.33798;59.79705;(2023, 8, 23, 14, 10, 57)
30.32463;59.7406;(2023, 8, 23, 14, 10, 58)
30.33798;59.69482;(2023, 8, 23, 14, 10, 59)
30.33798;59.66278;(2023, 8, 23, 14, 11, 0)
30.30861;59.6231;(2023, 8, 23, 14, 11, 1)
30.32463;59.57733;(2023, 8, 23, 14, 11, 2)
30.32463;59.56664;(2023, 8, 23, 14, 11, 3)
30.29526;59.56207;(2023, 8, 23, 14, 11, 4)
30.30861;59.51781;(2023, 8, 23, 14, 11, 5)
30.32463;59.53155;(2023, 8, 23, 14, 11, 6)
30.30861;59.53002;(2023, 8, 23, 14, 11, 7)
30.29526;59.53918;(2023, 8, 23, 14, 11, 8)
30.32463;59.52087;(2023, 8, 23, 14, 11, 9)
30.30861;59.49493;(2023, 8, 23, 14, 11, 10)
30.32463;59.54375;(2023, 8, 23, 14, 11, 11)
